,id,path,age,gender,stem,img_path,gender_issue,mask_issue,label
0,000001,000001_female_Asian_45,45,female,mask1,/opt/ml/input/data/train/images/000001_female_Asian_45/mask1.jpg,False,False,4
1,000001,000001_female_Asian_45,45,female,mask2,/opt/ml/input/data/train/images/000001_female_Asian_45/mask2.jpg,False,False,4
2,000001,000001_female_Asian_45,45,female,mask4,/opt/ml/input/data/train/images/000001_female_Asian_45/mask4.jpg,False,False,4
3,000001,000001_female_Asian_45,45,female,mask3,/opt/ml/input/data/train/images/000001_female_Asian_45/mask3.jpg,False,False,4
4,000001,000001_female_Asian_45,45,female,incorrect_mask,/opt/ml/input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg,False,False,10
5,000001,000001_female_Asian_45,45,female,mask5,/opt/ml/input/data/train/images/000001_female_Asian_45/mask5.jpg,False,False,4
6,000001,000001_female_Asian_45,45,female,normal,/opt/ml/input/data/train/images/000001_female_Asian_45/normal.jpg,False,False,16
7,000002,000002_female_Asian_52,52,female,mask1,/opt/ml/input/data/train/images/000002_female_Asian_52/mask1.jpg,False,False,4
8,000002,000002_female_Asian_52,52,female,mask2,/opt/ml/input/data/train/images/000002_female_Asian_52/mask2.jpg,False,False,4
9,000002,000002_female_Asian_52,52,female,mask4,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,False,False,4
10,000002,000002_female_Asian_52,52,female,mask3,/opt/ml/input/data/train/images/000002_female_Asian_52/mask3.jpg,False,False,4
11,000002,000002_female_Asian_52,52,female,incorrect_mask,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,False,False,10
12,000002,000002_female_Asian_52,52,female,mask5,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,False,False,4
13,000002,000002_female_Asian_52,52,female,normal,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,False,False,16
14,000004,000004_male_Asian_54,54,male,mask1,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,False,False,1
15,000004,000004_male_Asian_54,54,male,mask2,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,False,False,1
16,000004,000004_male_Asian_54,54,male,mask4,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,False,False,1
17,000004,000004_male_Asian_54,54,male,mask3,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,False,False,1
18,000004,000004_male_Asian_54,54,male,incorrect_mask,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,False,False,7
19,000004,000004_male_Asian_54,54,male,mask5,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,False,False,1
20,000004,000004_male_Asian_54,54,male,normal,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,False,False,13
21,000005,000005_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,False,False,4
22,000005,000005_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,False,False,4
23,000005,000005_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,False,False,4
24,000005,000005_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,False,False,4
25,000005,000005_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,False,False,10
26,000005,000005_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,False,False,4
27,000005,000005_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,False,False,16
28,000006,000006_female_Asian_59,59,female,mask1,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,False,False,4
29,000006,000006_female_Asian_59,59,female,mask2,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,False,False,4
30,000006,000006_female_Asian_59,59,female,mask4,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,False,False,4
31,000006,000006_female_Asian_59,59,female,mask3,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,False,False,4
32,000006,000006_female_Asian_59,59,female,incorrect_mask,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,False,False,10
33,000006,000006_female_Asian_59,59,female,mask5,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,False,False,4
34,000006,000006_female_Asian_59,59,female,normal,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,False,False,16
35,000007,000007_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,False,False,4
36,000007,000007_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,False,False,4
37,000007,000007_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,False,False,4
38,000007,000007_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,False,False,4
39,000007,000007_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,False,False,10
40,000007,000007_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,False,False,4
41,000007,000007_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,False,False,16
42,000008,000008_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,False,False,4
43,000008,000008_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,False,False,4
44,000008,000008_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,False,False,4
45,000008,000008_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,False,False,4
46,000008,000008_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,False,False,10
47,000008,000008_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,False,False,4
48,000008,000008_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,False,False,16
49,000009,000009_female_Asian_56,56,female,mask1,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,False,False,4
50,000009,000009_female_Asian_56,56,female,mask2,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,False,False,4
51,000009,000009_female_Asian_56,56,female,mask4,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,False,False,4
52,000009,000009_female_Asian_56,56,female,mask3,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,False,False,4
53,000009,000009_female_Asian_56,56,female,incorrect_mask,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,False,False,10
54,000009,000009_female_Asian_56,56,female,mask5,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,False,False,4
55,000009,000009_female_Asian_56,56,female,normal,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,False,False,16
56,000010,000010_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,False,False,4
57,000010,000010_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,False,False,4
58,000010,000010_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,False,False,4
59,000010,000010_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,False,False,4
60,000010,000010_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,False,False,10
61,000010,000010_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,False,False,4
62,000010,000010_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,False,False,16
63,000012,000012_male_Asian_57,57,male,mask1,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,False,False,1
64,000012,000012_male_Asian_57,57,male,mask2,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,False,False,1
65,000012,000012_male_Asian_57,57,male,mask4,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,False,False,1
66,000012,000012_male_Asian_57,57,male,mask3,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,False,False,1
67,000012,000012_male_Asian_57,57,male,incorrect_mask,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,False,False,7
68,000012,000012_male_Asian_57,57,male,mask5,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,False,False,1
69,000012,000012_male_Asian_57,57,male,normal,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,False,False,13
70,000014,000014_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,False,False,4
71,000014,000014_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,False,False,4
72,000014,000014_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,False,False,4
73,000014,000014_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,False,False,4
74,000014,000014_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,False,False,10
75,000014,000014_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,False,False,4
76,000014,000014_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,False,False,16
77,000015,000015_male_Asian_55,55,male,mask1,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,False,False,1
78,000015,000015_male_Asian_55,55,male,mask2,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,False,False,1
79,000015,000015_male_Asian_55,55,male,mask4,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,False,False,1
80,000015,000015_male_Asian_55,55,male,mask3,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,False,False,1
81,000015,000015_male_Asian_55,55,male,incorrect_mask,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,False,False,7
82,000015,000015_male_Asian_55,55,male,mask5,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,False,False,1
83,000015,000015_male_Asian_55,55,male,normal,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,False,False,13
84,000016,000016_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,False,False,4
85,000016,000016_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,False,False,4
86,000016,000016_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,False,False,4
87,000016,000016_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,False,False,4
88,000016,000016_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,False,False,10
